idx,angdist_arcsec,qso_name,qso_type,qso_z,qso_xname,qso_rname
9390,167.283985,SDSS J141106.37+253142.8,Q,0.6890000104904175,,
9392,104.876885,SDSS J143542.06+364829.3,Q,1.7599999904632568,,
9395,0.397163,NGC 2830,NRX,0.019999999552965164,CXOG J091941.3+334416,NVSS J091941.9+334412
9395,66.89793,SDSS J091940.96+334310.2,QX,1.7450000047683716,CXOG J091940.9+334310,
9397,78.779208,2SLAQ J100824.55+002254.3,Q,2.078000068664551,,
9401,177.796981,WISEA J142920.90+021842.5,q,0.30000001192092896,,
9404,126.646363,SDSS J225357.88+322402.5,Q,2.7019999027252197,,
9407,109.043394,SDSS J074131.52+184247.4,Q,1.225000023841858,,
9407,172.917676,SDSS J074130.36+184110.0,Q,1.0609999895095825,,
9411,143.530628,J055101.44-144506.3,X,0.5,2SXPS J055101.2-144503,
9415,158.343029,SDSS J144712.80+133939.3,N,0.03200000151991844,,
9429,138.408788,SDSS J112130.83+461314.6,N,0.125,,
9431,0.326984,NGC 5972,NRX,0.029999999329447746,2SXPS J153854.2+170133,FIRST J153854.1+170134
9442,136.537627,WISEA J064254.11-641340.2,q,0.20000000298023224,,
9454,0.203663,CGCG 178-28,NRX,0.03200000151991844,2SXPS J080707.2+361358,NVSS J080707.5+361358
9454,60.252227,SDSS J080702.30+361347.8,Q,2.6760001182556152,,
9454,86.939905,SDSS J080712.02+361256.2,QX,2.111999988555908,2SXPS J080712.2+361254,
9458,101.746919,WISEA J125941.35-210559.4,q,0.20000000298023224,,
9464,62.541528,WISEA J022513.15-544611.1,q,0.4000000059604645,,
9466,136.64145,SDSS J094356.54+424237.4,Q,1.6260000467300415,,
9466,173.831806,SDSS J094403.21+423741.5,Q,2.194999933242798,,
9471,141.271389,SDSS J225946.22+244934.9,Q,2.0950000286102295,,
9471,177.277276,SDSS J225934.68+245344.6,AX,0.49399998784065247,2SXPS J225934.5+245346,
9472,65.538334,WISEA J021821.69+380123.9,q,1.0,,
9473,164.968282,WISEA J022002.18-194227.5,q,2.4000000953674316,,
9478,171.759842,WISEA J103542.32-281852.0,q,0.8999999761581421,,
9480,43.534876,WISEA J120745.49+672219.9,q,0.8999999761581421,,
9483,29.936442,SDSS J135823.86+060350.1,qX,0.8999999761581421,1WGA J1358.3+0604,
9486,110.584781,WISEA J221609.03+372643.1,q,1.2000000476837158,,
9486,111.466203,WISEA J221602.57+372838.9,q,0.10000000149011612,,
9487,41.480594,J012550.79-011654.4,X,,CXOG J012550.8-011654,
9487,83.640647,J012549.02-011611.6,X,0.5,CXOX J012549.0-011610,
9487,93.689782,J012543.87-011714.8,X,,2RXP J012544.3-011723,
9487,115.501896,J012554.58-011906.8,X,,CXOG J012554.5-011907,
9487,155.819141,J012539.93-011654.7,X,,4XMM J012539.9-011655,
9487,157.069156,J012555.16-011950.6,X,,CXOG J012555.1-011950,
9500,109.028121,J103903.03+414233.9,X,,2RXP J103902.5+414231,
9500,123.130891,SDSS J103902.08+414243.3,qX,0.30000001192092896,4XMM J103902.0+414243,
9500,135.594949,J103857.86+414036.6,X,,4XMM J103858.1+414036,
9502,0.235105,NGC 6013,AX,0.014999999664723873,1WGA J1552.8+4038,
9503,105.699974,SDSS J160508.29+174532.8,qR,0.800000011920929,,FIRST J160508.2+174531
9503,126.671016,DRCG 34-61,AX,0.03099999949336052,2XMM J160515.8+174227,
9503,140.834178,Q 1602.8+1753,QX,3.005000114440918,2XMM J160501.3+174515,
9504,159.096556,J202729.26-522211.2,X,,2RXS J202730.1-522210,
9506,68.864557,WISEA J230251.71-691157.9,q,1.2999999523162842,,
9515,81.200102,WISEA J204736.93-380711.2,q,0.8999999761581421,,
9520,168.594983,J104104.60+060056.7,X,,4XMM J104104.6+060055,
9526,141.979539,J184001.88+401024.6,X,0.8999999761581421,2SXPS J184002.3+401019,
9527,55.938847,WISEA J212618.60-395229.6,q,1.2999999523162842,,
9534,133.180973,WISEA J173837.42+592026.7,q,1.899999976158142,,
9536,0.065206,NGC 768,NR,0.023000000044703484,,NVSS J015840.5+003146
9536,135.373155,SDSS J015849.94+003135.0,Q,1.5750000476837158,,
9540,96.26556,SDSS J094308.64+375021.6,Q,2.2760000228881836,,
9540,157.080043,SDSS J094249.88+375021.8,Q,2.7829999923706055,,
9541,177.530544,SDSS J113944.71+550719.9,Q,1.777999997138977,,
9542,130.330714,J123845.25+102736.4,R,,,VL0J123845.24+102736.6
9543,113.312081,WISEA J125956.83-453755.9,q,1.100000023841858,,
9544,160.895955,SDSS J141750.01+073057.6,QR2X,1.0829999446868896,CXOG J141750.0+073058,VL0J141749.99+073058.0
9547,105.493748,SDSS J012723.02-011556.2,QX,1.496999979019165,2SXPS J012723.1-011556,
9547,142.754646,DRCG 7-49,N,0.06700000166893005,,
9548,100.887752,SDSS J015437.10+180257.9,NR,0.49300000071525574,,NVSS J015437.1+180301
9552,40.841459,SDSS J104820.27+005102.8,qR,1.5,,VL0J104820.26+005103.2
9552,50.36754,2QZ J104815.7+005039,Q,1.4730000495910645,,
9552,110.524213,2SLAQ J104819.82+004837.0,Q,0.6959999799728394,,
9553,23.270942,SDSS J122111.14+281008.2,qX,1.7999999523162842,4XMM J122111.0+281007,
9553,93.803507,J122116.69+281013.4,X,1.100000023841858,2XMM J122116.7+281013,
9554,32.583916,WISEA J125655.73-224941.4,q,1.100000023841858,,
